sku;family;resources;name;localized_attributedata.da-DK.short-description;localized_attributedata.da-DK.name;attributedata.related-products;attributedata.badges;attributedata.tags;attributedata.erp-ext-salesprice1;attributedata.erp-group;attributedata.mulig-beholdning;attributedata.sortorder
81207;rockford-fosgate;"{
  ""id"": ""879aeae2-57ea-4cbc-990c-2ed116341259"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/879aeae2-57ea-4cbc-990c-2ed116341259/81205_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/879aeae2-57ea-4cbc-990c-2ed116341259/81205_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/879aeae2-57ea-4cbc-990c-2ed116341259/81205_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF RFCB200;Rockford Fosgate RFCB200 / 200 A Circuit Breaker / Til kabler med tværsnit på 53.5 mm² eller 21.1 mm²;RF RFCB200;;;;429;ICE-RF-mon;;66
85005;rockford-fosgate;"{
  ""id"": ""1f09379e-1cdf-47b8-9558-fb48d9b5452f"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1f09379e-1cdf-47b8-9558-fb48d9b5452f/85005_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1f09379e-1cdf-47b8-9558-fb48d9b5452f/85005_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1f09379e-1cdf-47b8-9558-fb48d9b5452f/85005_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""dbdc130d-5721-4a87-8e09-0601f16e87a1"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/dbdc130d-5721-4a87-8e09-0601f16e87a1/85005_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/dbdc130d-5721-4a87-8e09-0601f16e87a1/85005_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/dbdc130d-5721-4a87-8e09-0601f16e87a1/85005_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF T1T-S Power T1 tweeter kit;Rockford Fosgate T1T-S / 25 mm. (1”) Tweeters incl. Crossovers / 75/150 Watts RMS/MAX. / SPL 90 dB / 3 kHz - 22 kHz / ‡ 13 mm / Ø 45 mm;RF T1T-S;;;;1079;ICE-RF-hjt;;
85006;rockford-fosgate;"{
  ""id"": ""00b8550d-0318-439a-8256-6a6f570bd3fb"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/00b8550d-0318-439a-8256-6a6f570bd3fb/85006_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/00b8550d-0318-439a-8256-6a6f570bd3fb/85006_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/00b8550d-0318-439a-8256-6a6f570bd3fb/85006_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF T2T-S;Rockford Fosgate T2T-S / 25 mm. (1”) Tweeters incl. Crossovers / 75/150 Watts RMS/MAX. / SPL 90 dB / 3 kHz - 22 kHz / ‡ 13 mm / Ø 45 mm;RF T2T-S;;;;1399;ICE-RF-hjt;;
85155;rockford-fosgate;"{
  ""id"": ""e4c20ed1-70f5-4982-a268-b079b5b1a6e1"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/e4c20ed1-70f5-4982-a268-b079b5b1a6e1/85155_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/e4c20ed1-70f5-4982-a268-b079b5b1a6e1/85155_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/e4c20ed1-70f5-4982-a268-b079b5b1a6e1/85155_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF P300-8P Punch subbox;Rockford Fosgate P300-8P / 20 cm Ported Powered Enclosure / Output Power 300 Watts RMS / Dimensions: 28,9 x 44,8 x 14,1 cm;"RF P300-8P Punch subbox ";;;;2469;ICE-RF-hjt;1;
85322;rockford-fosgate;"{
  ""id"": ""7d1736e8-f2f0-4430-807c-174991d97ce3"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/7d1736e8-f2f0-4430-807c-174991d97ce3/85322_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/7d1736e8-f2f0-4430-807c-174991d97ce3/85322_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/7d1736e8-f2f0-4430-807c-174991d97ce3/85322_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF RFPEQU;Rockford Fosgate RFPEQU / Universal PEQ Remote & Line Driver / Linjedriver med OEM integrationsmuligheder / Højspændingslinje driver / Uafhængig forstærkningskontrol / Lav forvrængning, lav støjdrift / Højttaler niveau til RCA linje niveau konverter / Aux. fjernbetjeningsudgang / Auto-Sense-tænding med fjernbetjening ud (højt niveau ind) / PEQ fjernbetjening inkluderet / Diskret overflademonteringsteknologi / Mål: 80 x 28 x 120 mm;RF RFPEQU;;;;719;ICE-RF-amp;;
86350;rockford-fosgate;"{
  ""id"": ""9665b157-a7a8-4267-9a96-a298dbef87a7"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9665b157-a7a8-4267-9a96-a298dbef87a7/86350_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9665b157-a7a8-4267-9a96-a298dbef87a7/86350_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9665b157-a7a8-4267-9a96-a298dbef87a7/86350_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";"RF P142 coaxial 4"" højttalersæt 2-vejs";Rockford Fosgate P142 / 10 cm (4”) Coaxial / 30/60 Watts RMS/MAX. / SPL 86,5 dB / 100 Hz - 22 kHz / ‡ 42 mm / Ø 102 mm;RF P142;;;;649;ICE-RF-hjt;1;
86388;rockford-fosgate;"{
  ""id"": ""1d520361-382b-4c31-9a72-5b48567ff347"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1d520361-382b-4c31-9a72-5b48567ff347/86388_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1d520361-382b-4c31-9a72-5b48567ff347/86388_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1d520361-382b-4c31-9a72-5b48567ff347/86388_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";"RF T1693 Power coax 3-v. højt.sæt 6x9""";"Rockford Fosgate T1693 / 6 x 9"" Triaxial / 100/200 Watts RMS/MAX. / SPL 91 dB / 50 Hz - 22 kHz / ‡ 86 mm / Ø 152 x 222 mm";"RF T1693 ";;;;1609;ICE-RF-hjt;;
86516;rockford-fosgate;"{
  ""id"": ""90e89c57-6f67-497d-a727-662b80283e0f"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/90e89c57-6f67-497d-a727-662b80283e0f/86512_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/90e89c57-6f67-497d-a727-662b80283e0f/86512_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/90e89c57-6f67-497d-a727-662b80283e0f/86512_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF T1D415;Rockford Fosgate T1D415 / 38 cm (15”) Subwoofer / 1000/2000 Watts RMS/MAX. / 4 + 4 Ω / SPL 88 dB / ‡ 213 mm / Ø 354 mm;RF T1D415;;;;6429;ICE-RF-hjt;;
86519;rockford-fosgate;"{
  ""id"": ""0d0f323e-11b9-4427-80f3-6c4582febe7d"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/0d0f323e-11b9-4427-80f3-6c4582febe7d/86519_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/0d0f323e-11b9-4427-80f3-6c4582febe7d/86519_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/0d0f323e-11b9-4427-80f3-6c4582febe7d/86519_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF T1S-1X10P;Rockford Fosgate T1S-1X10P / 25 cm (10”) Ported Subwoofer System / 500/1000 Watts RMS/MAX. / 1 Ω / 37 x 80 x15,9/10,7 cm;RF T1S-1X10P;;;;5579;ICE-RF-hjt;;
86543;rockford-fosgate;"{
  ""id"": ""ba8d696e-b5bb-4a15-86c6-3281ef242ad3"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ba8d696e-b5bb-4a15-86c6-3281ef242ad3/86543_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ba8d696e-b5bb-4a15-86c6-3281ef242ad3/86543_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ba8d696e-b5bb-4a15-86c6-3281ef242ad3/86543_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF P3SD2-10;Rockford Fosgate P3SD2-10 / 25 cm (10”) Subwoofer / 300/600 Watts RMS/MAX. / 2 + 2 Ω / SPL 83 dB / ‡ 89 mm / Ø 230 mm;RF P3SD2-10;;;;1719;ICE-RF-hjt;;
86546;rockford-fosgate;"{
  ""id"": ""50e1f2c5-a929-4062-9882-ff7a171c9a46"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/50e1f2c5-a929-4062-9882-ff7a171c9a46/86546_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/50e1f2c5-a929-4062-9882-ff7a171c9a46/86546_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/50e1f2c5-a929-4062-9882-ff7a171c9a46/86546_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF P3-1X12;Rockford Fosgate P3-1X12 / 30 cm (12”) Ported Subwoofer System / 600/1200 Watts RMS/MAX. / 1 Ω / 38,4 x 48,6 x 40 cm;RF P3-1X12;;;;3299;ICE-RF-hjt;;
86550;rockford-fosgate;"{
  ""id"": ""1a056b1f-88a7-48c9-a766-0e31bf1a99c2"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1a056b1f-88a7-48c9-a766-0e31bf1a99c2/86550_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1a056b1f-88a7-48c9-a766-0e31bf1a99c2/86550_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1a056b1f-88a7-48c9-a766-0e31bf1a99c2/86550_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";"RF P3SD2-12 subwoofer DVC 12"" shallow";Rockford Fosgate P3SD2-12 / 30 cm (12”) Subwoofer / 400/800 Watts RMS/MAX. / 2 + 2 Ω / SPL 85 dB / ‡ 93 mm / Ø 285 mm;RF P3SD2-12;;;;2039;ICE-RF-hjt;;
86566;rockford-fosgate;"{
  ""id"": ""d7aedb35-c479-4fbc-9618-0cd89ae5f0c1"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d7aedb35-c479-4fbc-9618-0cd89ae5f0c1/86563_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d7aedb35-c479-4fbc-9618-0cd89ae5f0c1/86563_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d7aedb35-c479-4fbc-9618-0cd89ae5f0c1/86563_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF P3D4-12;Rockford Fosgate P3D4-12 / 30 cm (12”) Subwoofer / 600/1200 Watts RMS/MAX. / 4 + 4 Ω / SPL 85 dB / ‡ 169 mm / Ø 285 mm;RF P3D4-12;;;;2469;ICE-RF-hjt;;
86581;rockford-fosgate;"{
  ""id"": ""4c58373c-7736-4e1d-8577-5453723c3ac1"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/4c58373c-7736-4e1d-8577-5453723c3ac1/p1s4-15-overhead-3qtr_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/4c58373c-7736-4e1d-8577-5453723c3ac1/p1s4-15-overhead-3qtr_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/4c58373c-7736-4e1d-8577-5453723c3ac1/p1s4-15-overhead-3qtr_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    }
  ]
}";RF P1S2-15 (2 ohms);Rockford Fosgate P1S2-15 / 38 cm (15”) Subwoofer / 250/500 Watts RMS/MAX. / 2 Ω / SPL 87,5 dB / ‡ 177 mm / Ø 353 mm;RF P1S2-15;;;;1399;ICE-RF-hjt;;
86585;rockford-fosgate;"{
  ""id"": ""41a57f94-7eb8-4fbe-ab72-3d924a9f8962"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/41a57f94-7eb8-4fbe-ab72-3d924a9f8962/p1s4-12_3-4_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/41a57f94-7eb8-4fbe-ab72-3d924a9f8962/p1s4-12_3-4_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/41a57f94-7eb8-4fbe-ab72-3d924a9f8962/p1s4-12_3-4_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    }
  ]
}";RF P1S4-12 single 4 ohm voice coil;Rockford Fosgate P1S4-12 / 30 cm (12”) Subwoofer / 250/500 Watts RMS/MAX. / 4 Ω / SPL 86 dB / ‡ 153 mm / Ø 285 mm;RF P1S4-12;;;;1079;ICE-RF-hjt;;
86696;rockford-fosgate;"{
  ""id"": ""1403cd0c-11a0-4d66-a0d3-8aa8adc77331"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1403cd0c-11a0-4d66-a0d3-8aa8adc77331/t2s1-13_angle-(1)_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1403cd0c-11a0-4d66-a0d3-8aa8adc77331/t2s1-13_angle-(1)_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1403cd0c-11a0-4d66-a0d3-8aa8adc77331/t2s1-13_angle-(1)_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    }
  ]
}";RF T2S2-13;Rockford Fosgate T2S2-13 / 33 cm (13”) Subwoofer / 2000/4000 Watts RMS/MAX., 1 Ω / SPL 87 dB / ‡ 246 mm / Ø 312 mm;RF T2S2-13;;;;11789;ICE-RF-hjt;;
86731;rockford-fosgate;"{
  ""id"": ""45769b0f-a50d-4bc9-b6f2-44a566a18896"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/45769b0f-a50d-4bc9-b6f2-44a566a18896/tms69-group_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/45769b0f-a50d-4bc9-b6f2-44a566a18896/tms69-group_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/45769b0f-a50d-4bc9-b6f2-44a566a18896/tms69-group_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""757cea0d-53ca-41a1-bec8-76534a4faa63"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/757cea0d-53ca-41a1-bec8-76534a4faa63/tms69-group_shadow_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/757cea0d-53ca-41a1-bec8-76534a4faa63/tms69-group_shadow_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/757cea0d-53ca-41a1-bec8-76534a4faa63/tms69-group_shadow_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF TMS69;"Rockford Fosgate TMS69 / Højttalere til Harley-Davidson® Baglid/Saddlebag / 15 x 23 cm (6 x 9"") 2-Way Coaxial Højttalere med 25 mm (1"") Film Dome Neodymium Diskant / 100 Watts RMS  200 Watts Max. / Impedance 4 Ω / Frequency Response 56 Hz - 20 kHz / Crossover High-Pass 6dB/Octave";RF TMS69;;;;3429;ICE-RF-øvr;;90
