sku;family;resources;name;localized_attributedata.da-DK.short-description;localized_attributedata.da-DK.name;attributedata.related-products;attributedata.badges;attributedata.tags;attributedata.erp-ext-salesprice1;attributedata.erp-group;attributedata.mulig-beholdning;attributedata.sortorder
86732;rockford-fosgate;"{
  ""id"": ""ea69e4a8-b095-44fa-b460-39a0650a03f8"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ea69e4a8-b095-44fa-b460-39a0650a03f8/tms69bl14_1_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ea69e4a8-b095-44fa-b460-39a0650a03f8/tms69bl14_1_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ea69e4a8-b095-44fa-b460-39a0650a03f8/tms69bl14_1_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""9293e3bf-6445-4847-a3dc-e7ca7332111e"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9293e3bf-6445-4847-a3dc-e7ca7332111e/tms69bl14_10_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9293e3bf-6445-4847-a3dc-e7ca7332111e/tms69bl14_10_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/9293e3bf-6445-4847-a3dc-e7ca7332111e/tms69bl14_10_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""08e6959d-292e-49b9-811b-10bc27107fff"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/08e6959d-292e-49b9-811b-10bc27107fff/tms69bl14_2_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/08e6959d-292e-49b9-811b-10bc27107fff/tms69bl14_2_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/08e6959d-292e-49b9-811b-10bc27107fff/tms69bl14_2_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""8b112c90-1ea6-4972-8309-e7c578d79d29"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/8b112c90-1ea6-4972-8309-e7c578d79d29/tms69bl14_3_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/8b112c90-1ea6-4972-8309-e7c578d79d29/tms69bl14_3_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/8b112c90-1ea6-4972-8309-e7c578d79d29/tms69bl14_3_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""671a2ebb-3fa2-4970-af38-324350e30109"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/671a2ebb-3fa2-4970-af38-324350e30109/tms69bl14_4_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/671a2ebb-3fa2-4970-af38-324350e30109/tms69bl14_4_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/671a2ebb-3fa2-4970-af38-324350e30109/tms69bl14_4_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""ddff402e-04ca-49ab-adad-56d450926e43"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ddff402e-04ca-49ab-adad-56d450926e43/tms69bl14_5_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ddff402e-04ca-49ab-adad-56d450926e43/tms69bl14_5_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/ddff402e-04ca-49ab-adad-56d450926e43/tms69bl14_5_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""32a0f543-96f5-4415-9b13-c68f039af04a"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/32a0f543-96f5-4415-9b13-c68f039af04a/tms69bl14_6_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/32a0f543-96f5-4415-9b13-c68f039af04a/tms69bl14_6_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/32a0f543-96f5-4415-9b13-c68f039af04a/tms69bl14_6_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""a9a47113-1be3-451c-a181-fbba0dda80f0"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/a9a47113-1be3-451c-a181-fbba0dda80f0/tms69bl14_7_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/a9a47113-1be3-451c-a181-fbba0dda80f0/tms69bl14_7_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/a9a47113-1be3-451c-a181-fbba0dda80f0/tms69bl14_7_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""85180442-5145-4b90-91ae-aa87c93b1511"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/85180442-5145-4b90-91ae-aa87c93b1511/tms69bl14_8_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/85180442-5145-4b90-91ae-aa87c93b1511/tms69bl14_8_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/85180442-5145-4b90-91ae-aa87c93b1511/tms69bl14_8_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""2b5d2692-df54-4386-85b9-c199e273d02a"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2b5d2692-df54-4386-85b9-c199e273d02a/tms69bl14_9_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2b5d2692-df54-4386-85b9-c199e273d02a/tms69bl14_9_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2b5d2692-df54-4386-85b9-c199e273d02a/tms69bl14_9_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF TMS69BL14;"Rockford Fosgate TMS69BL14 / Højttalere til Harley-Davidson® Baglid/Saddlebag (2014+) / 15 x 23 cm (6 x 9"") 2-Way Coaxial Højttalere med 25 mm (1"") Film Dome Neodymium Deskant / 100 Watts RMS / 200 Watts Max. / Impedance 4 Ω / Frequency Response 56 Hz - 20 kHz / Crossover High-Pass 6dB/Octave";RF TMS69BL14;;;;5679;ICE-RF-øvr;;100
86740-2;rockford-fosgate;"{
  ""id"": ""646a89e1-9f42-48b4-b930-4d92756acfaf"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/646a89e1-9f42-48b4-b930-4d92756acfaf/hd9813rg-stage2_1_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/646a89e1-9f42-48b4-b930-4d92756acfaf/hd9813rg-stage2_1_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/646a89e1-9f42-48b4-b930-4d92756acfaf/hd9813rg-stage2_1_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""e28ed3ce-8e89-4839-b45b-f5b86b68c2ae"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/e28ed3ce-8e89-4839-b45b-f5b86b68c2ae/hd9813rg-stage2_2_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/e28ed3ce-8e89-4839-b45b-f5b86b68c2ae/hd9813rg-stage2_2_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/e28ed3ce-8e89-4839-b45b-f5b86b68c2ae/hd9813rg-stage2_2_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF HD9813RG-STAGE2;"Rockford Fosgate HD9813RG-STAGE2 / Power lydpakke m/headunit til Harley-Davidson® Road Glide® 1998-2013 / Samlet udgangseffekt 400 Watt RMS / Ingen boring eller skæring påkrævet / Sættet boltes til fabriksfastgørelsespunkter / Direkte tilslutningsledninger til Harley-Davidson® / Udskiftning af PMX-HD9813 Digital Media Receiver til Harley-Davidson® 1998-2013 modeller / Radiointegration understøtter front/bag faderkontrol / TM400X4ad 400 Watt Class-ad 4-kanals forstærker / TMS6RG 16,5 cm (6,5"") Fairing-højttalere / RFK-HD9813 forstærker ledningssæt";RF HD9813RG-STAGE2;;;;17789;ICE-RF-øvr;;200
86742-3;rockford-fosgate;"{
  ""id"": ""1cd6621c-e841-4841-9c35-c2fcaec96006"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1cd6621c-e841-4841-9c35-c2fcaec96006/hd9813rg-stage3_1_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1cd6621c-e841-4841-9c35-c2fcaec96006/hd9813rg-stage3_1_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/1cd6621c-e841-4841-9c35-c2fcaec96006/hd9813rg-stage3_1_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""4827af73-e0b9-4af8-bf44-1bbb6c5f6b3e"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/4827af73-e0b9-4af8-bf44-1bbb6c5f6b3e/hd9813rg-stage3_2_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/4827af73-e0b9-4af8-bf44-1bbb6c5f6b3e/hd9813rg-stage3_2_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/4827af73-e0b9-4af8-bf44-1bbb6c5f6b3e/hd9813rg-stage3_2_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF HD9813RGU-STAGE3;"Rockford Fosgate HD9813RGU-STAGE3 / Power lydpakke m/headunit til Harley-Davidson® Road Glide Ultra ® 1998-2013 / Samlet udgangseffekt 400 Watt RMS / Ingen boring eller skæring påkrævet / Sættet boltes til fabriksfastgørelsespunkter / Direkte tilslutningsledninger til Harley-Davidson® / Udskiftning af PMX-HD9813 Digital Media Receiver til Harley-Davidson® 1998-2013 modeller / Radiointegration understøtter front/bag faderkontrol / TM400X4ad 400 Watt Class-ad 4-kanals forstærker / TMS6RG 16,5 cm (6,5"") Fairing-højttalere / TMS5 13 cm (5,25"") Tour-Pak®-højttalere / TMS69BL14 15 x 23 cm (6 x 9"") Baglid-højttalere – ikke til glasfibermodeller / Inkluderer Y-adaptere for forstærkerudgang / RFK-HD9813 forstærker ledningssæt";RF HD9813RGU-STAGE3;;;;27109;ICE-RF-øvr;;270
86828;rockford-fosgate;"{
  ""id"": ""72ecb9be-5b4f-45c0-9c1a-8bd5507b8bbf"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/72ecb9be-5b4f-45c0-9c1a-8bd5507b8bbf/86828_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/72ecb9be-5b4f-45c0-9c1a-8bd5507b8bbf/86828_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/72ecb9be-5b4f-45c0-9c1a-8bd5507b8bbf/86828_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";"RF P3S-1X8 ""shallow"" 8"" baskasse";Rockford Fosgate P3S-1X8 / 20 cm (8”) Sealed Subwoofer System / 150/300 Watts RMS/MAX. / 1 Ω / 29,3 x 40,7 x 13,5 / 8,4 cm;RF P3S-1X8;;;;1929;ICE-RF-hjt;;
86830;rockford-fosgate;"{
  ""id"": ""d3b39fca-5aa5-49fd-8355-894e2c6c0488"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d3b39fca-5aa5-49fd-8355-894e2c6c0488/86830_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d3b39fca-5aa5-49fd-8355-894e2c6c0488/86830_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/d3b39fca-5aa5-49fd-8355-894e2c6c0488/86830_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";"RF P3S-1X10/P3L-S10 ""shallow"" baskasse";Rockford Fosgate P3S-1X10 / 25 cm (10”) Sealed Subwoofer System / 300/600 Watts RMS/MAX. / 1 Ω / 34,3 x 48,3 x 13,5 / 8,4 cm;RF P3S-1X10;;;;2249;ICE-RF-hjt;;
86840;rockford-fosgate;"{
  ""id"": ""0438eb70-8db1-4c44-aa55-6b5108c4c625"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/0438eb70-8db1-4c44-aa55-6b5108c4c625/86840_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/0438eb70-8db1-4c44-aa55-6b5108c4c625/86840_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/0438eb70-8db1-4c44-aa55-6b5108c4c625/86840_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""c57f9918-a383-4e2e-8fcd-50c6796816fc"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/c57f9918-a383-4e2e-8fcd-50c6796816fc/img_0807_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/c57f9918-a383-4e2e-8fcd-50c6796816fc/img_0807_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/c57f9918-a383-4e2e-8fcd-50c6796816fc/img_0807_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
},{
  ""id"": ""6d3c7db1-d562-4c4b-b213-cab79b929b80"",
  ""type"": ""image"",
  ""primary"": false,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/6d3c7db1-d562-4c4b-b213-cab79b929b80/sub_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/6d3c7db1-d562-4c4b-b213-cab79b929b80/sub_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/6d3c7db1-d562-4c4b-b213-cab79b929b80/sub_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF PS-8;Rockford Fosgate PS-8 / 20 cm Powered Underseat Enclosure / Output Power 150 Watts RMS / Dimensions: 36.5 x 23.8 x 8.3 cm;RF PS-8;;;;3219;ICE-RF-hjt;1;
86921;rockford-fosgate;"{
  ""id"": ""b9f1994a-0a66-4dde-a1e6-6fa4ebf33d77"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/b9f1994a-0a66-4dde-a1e6-6fa4ebf33d77/86921_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/b9f1994a-0a66-4dde-a1e6-6fa4ebf33d77/86921_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/b9f1994a-0a66-4dde-a1e6-6fa4ebf33d77/86921_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF POP-SKULL-L t-shirt;;RF POP-SKULL-L t-shirt;;;;0;ICE-RF-div;;
87041;rockford-fosgate;"{
  ""id"": ""2d9333d7-5306-4ac3-bba8-e01b9988f0ab"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2d9333d7-5306-4ac3-bba8-e01b9988f0ab/r14x2_group_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2d9333d7-5306-4ac3-bba8-e01b9988f0ab/r14x2_group_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2d9333d7-5306-4ac3-bba8-e01b9988f0ab/r14x2_group_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    }
  ]
}";RF R14X2;"Rockford Fosgate R14X2 / 10 cm (4"") Coaxial / 30/60 Watts RMS/MAX. / SPL 85 dB / 100 Hz - 20 kHz / ‡ 44 mm / Ø 92 mm";RF R14X2;;;;539;ICE-RF-hjt;;
87054;rockford-fosgate;"{
  ""id"": ""55d91970-79b5-4b26-830f-c68c4ba46e10"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/55d91970-79b5-4b26-830f-c68c4ba46e10/r165-s-group418x232_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/55d91970-79b5-4b26-830f-c68c4ba46e10/r165-s-group418x232_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/55d91970-79b5-4b26-830f-c68c4ba46e10/r165-s-group418x232_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF R165-S;16 cm (6”) Component System;RF R165-S;;;;749;ICE-RF-hjt;1;
87058;rockford-fosgate;"{
  ""id"": ""a1aa93eb-006e-4c56-8f08-5004df6596ef"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/a1aa93eb-006e-4c56-8f08-5004df6596ef/87058_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/a1aa93eb-006e-4c56-8f08-5004df6596ef/87058_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/a1aa93eb-006e-4c56-8f08-5004df6596ef/87058_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF R169X2;15 x 23 cm (6 x 9er) Coaxial;RF R169X2;;;;749;ICE-RF-hjt;;
87059;rockford-fosgate;"{
  ""id"": ""2e3769b5-e886-40d4-977c-fe0294236333"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2e3769b5-e886-40d4-977c-fe0294236333/87059_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2e3769b5-e886-40d4-977c-fe0294236333/87059_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/2e3769b5-e886-40d4-977c-fe0294236333/87059_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";RF R169X3;15 x 23 cm (6 x 9er) Triaxial;RF R169X3;;;;749;ICE-RF-hjt;;
87072;rockford-fosgate;"{
  ""id"": ""69ca1b17-323a-4bca-baf5-c1656dfb5232"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/69ca1b17-323a-4bca-baf5-c1656dfb5232/87072_large.png"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/69ca1b17-323a-4bca-baf5-c1656dfb5232/87072_small.png"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/69ca1b17-323a-4bca-baf5-c1656dfb5232/87072_default.png"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";"RF R2SD4-10"" Prime R2 Shallow subwoofer";"25 cm (10"") Shallow Subwoofer";"RF R2SD4-10""";;;;969;ICE-RF-hjt;;
87075;rockford-fosgate;"{
  ""id"": ""7a977396-2526-4f6f-87cc-7f2070ab089f"",
  ""type"": ""image"",
  ""primary"": true,
  ""variants"": [
    {
      ""identifier"": ""large"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/7a977396-2526-4f6f-87cc-7f2070ab089f/87075_large.jpg"",
      ""width"": 1600,
      ""height"": 1200,
      ""size"": 0
    },
    {
      ""identifier"": ""small"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/7a977396-2526-4f6f-87cc-7f2070ab089f/87075_small.jpg"",
      ""width"": 400,
      ""height"": 300,
      ""size"": 0
    },
    {
      ""identifier"": ""default"",
      ""url"": ""https://resources.chainbox.io/3/sec/public/pim/7a977396-2526-4f6f-87cc-7f2070ab089f/87075_default.jpg"",
      ""width"": 1024,
      ""height"": 768,
      ""size"": 0
    }
  ]
}";"RF R2SD2-12"" Prime R2 Shallow subwoofer";"30 cm (12"") Shallow Subwoofer";"RF R2SD2-12""";;;;1079;ICE-RF-hjt;;
